"oil_spill_id","From","jiv_number","date_reported","date_spill","date_spill_clean","jiv_date","facility_equipment/incident_site","area/terrain","cause","volume","cleanup_status","comments","lga","jiv_lookup_id","JIV.Asset.Id","JIV.Url","JIV.Cause.Verified","JIV.Location.Verified","JIV.Comment","Included","Monitors manual changes","JIV Location - reconstructed to monior manual changes in split data","Location.Type","Location.Unit","Lat/Northing","Long/Easting","Area","Area Unit","photo_lookup_id","Photo.Asset.Id","Photo.Url","Photo.Damage.Followup","map.type","map.description","map.lat","map.lon","Photo.Damage"
"833","shell","1094862","12/30/13","","","12/31/13 0:00","28'' Nkpoku to Bomu Pipeline at B-Dere","Land","Sabotage","4","Spill was contained on 31 Dec 2013, recovery completed on 31 Dec 2013, assessment completed on 04 Mar 2014, clean-up and remediation completed on 23 Mar 2014, site certified on 29 Apr 2014","-","","833jiv","2233","https://decoder.blob.core.windows.net/oil-spill-assets/data/2233.pdf","2013-12-30 - 2013-12-31 - Hack saw cut - Third party interference - Sabotage","NEMB - DEC - 76157.99 - 532747.52 - 0.02 - ha","","Y","No change","NEMB - DEC - 76157.99 - 532747.52 - 0.02 - ha","NEMB","DEC","76157.99","532747.52","0.02","ha","833photo","2181","https://decoder.blob.core.windows.net/oil-spill-assets/data/2181.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.683643603593605,7.221638810472042,
"834","shell","728425","10/18/11","","","10/20/11 0:00","6'' Obigbo - North Pipeline at Ogale","Land","Sabotage / Theft","1.73","Recovery of spilled volume completed on 21st October 2011. Cleanup of residual impacted area was completed on 8th December 2011.","Spill point was approximately 3.5km from Komkom manifold (towards Ogale). Post Cleanup Inspection planned for January 2012","","834jiv","2074","https://decoder.blob.core.windows.net/oil-spill-assets/data/2074.pdf","2011-10-18 - 2011-10-20 - Hack saw cut - Third party interference","NEMB - DEC - 90961.98 - 521392.45 - 0.07 - ha","","Y","No change","NEMB - DEC - 90961.98 - 521392.45 - 0.07 - ha","NEMB","DEC","90961.98","521392.45","0.07","ha","834photo","2019","https://decoder.blob.core.windows.net/oil-spill-assets/data/2019.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.817812744859388,7.119888426063173,
"835","shell","1216353","7/20/14","","","7/21/14 0:00","12'' Imo River - Ogale Pipeline at Komkom","Land","Sabotage","56","Recovery completed on 26 Jul 2014, assessment completed on 19 Aug 2014, clean-up and remediation completed on 27 Mar 2015, site certified on 18 May 2015","-","","835jiv","2512","https://decoder.blob.core.windows.net/oil-spill-assets/data/2512.pdf","41839 - 41841 - Crude oil theft (illegal bunkering) point - Third party interference; crude theft","NEMB - DEC - 94134.39 - 521777.77 - 0.2454 - ha","0","Y","No change","NEMB - DEC - 94134.39 - 521777.77 - 0.2454 - ha","NEMB","DEC","94134.39","521777.77","0.2454","ha","835photo","2476","https://decoder.blob.core.windows.net/oil-spill-assets/data/2476.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.846467125601353,7.123469444847353,
"836","shell","744907","11/24/11","","","12/2/11 0:00","8'' Northbank - Northbank tie-in Manifold","Swamp","Operational","77.1","No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 23rd April 2012.","Post Cleanup Inspection completed on 27th April 2012","","836jiv","2021","https://decoder.blob.core.windows.net/oil-spill-assets/data/2021.pdf","2011-11-23 - 2011-12-02 - Other - Operational","NEMB - DEC - 155913 - 321982 - 1187 - met","Failed barrel door seal","Y","No change","NEMB - DEC - 155913 - 321982 - 1187 - met","NEMB","DEC","155913","321982","1187","met","836photo","1966","https://decoder.blob.core.windows.net/oil-spill-assets/data/1966.pdf","Other","WGS84","Converted from Nigeria West Belt",5.40985550335091,5.323462206852959,
"837","shell","844470","7/24/12","","","7/26/12 0:00","8'' Umuechem - Nkpoku Pipeline at Omusele","Land","Sabotage / Theft","5.6","Recovery of spilled volume was completed on 27th July 2012. Initial Cleanup of residual impacted area was completed on 17th September 2012.","Site Certification completed on 24th December 2012.","","837jiv","2287","https://decoder.blob.core.windows.net/oil-spill-assets/data/2287.pdf","2012-07-24 - 2012-07-26 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference","NEMB - DEC - 107457.44 - 507139.90 - 0.13 - ha","","Y","No change","NEMB - DEC - 107457.44 - 507139.90 - 0.13 - ha","NEMB","DEC","107457.44","507139.90","0.13","ha","837photo","2237","https://decoder.blob.core.windows.net/oil-spill-assets/data/2237.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.967373476713765,6.992055116008641,
"838","shell","978498","5/20/13","","","5/22/13 0:00","12'' Oguta - Egbema Pipeline at Obiakpu","Land","Sabotage","2","Recovery completed on 25 May 2013, assessment completed on 10 Jun 2013, clean-up and remediation completed on 15 Aug 2013, site certified on 30 Sep 2013","-","","838jiv","2322","https://decoder.blob.core.windows.net/oil-spill-assets/data/2322.pdf","2013-05-19 - 2013-05-22 - Drilled hole - Third party interference - Sabotage","NEMB - DEC - 174123.39 - 477941.98 - 0.03 - ha","","Y","No change","NEMB - DEC - 174123.39 - 477941.98 - 0.03 - ha","NEMB","DEC","174123.39","477941.98","0.03","ha","838photo","2288","https://decoder.blob.core.windows.net/oil-spill-assets/data/2288.pdf","Circular","WGS84","Converted from Nigeria West Belt",5.5709166793603,6.731097168976427,
"839","shell","1025555","8/19/13","","","8/20/13 0:00","24'' Nkpoku - Bomu Trunkline at Bera","Land","Sabotage","9","Recovery completed on 20 Aug 2013, assessment completed on 09 Sep 2013, clean-up and remediation completed on 15 Jan 2014, site certified on 11 Jun 2014","-","","839jiv","2323","https://decoder.blob.core.windows.net/oil-spill-assets/data/2323.pdf","2013-08-18 - 2013-08-20 - Drilled hole - Third party interference","NEMB - DEC - 75298.53 - 534941.01 - 0.003 - ha","","Y","No change","NEMB - DEC - 75298.53 - 534941.01 - 0.003 - ha","NEMB","DEC","75298.53","534941.01","0.003","ha","839photo","2289","https://decoder.blob.core.windows.net/oil-spill-assets/data/2289.pdf","Irregular","WGS84","Converted from Nigeria West Belt",4.675800520881752,7.24136057843159,
"840","shell","1312944","12/31/14","","","1/26/15 0:00","Santa Barbara Well 14S Flowline at Nembe - Bassambiri","Swamp","Sabotage","44","No recoverable oil found, assessment completed on 11 Feb 2015, clean-up and remediation completed on 23 Oct 2015, site certification planned for April 2016","-","","840jiv","2135","https://decoder.blob.core.windows.net/oil-spill-assets/data/2135.pdf","2014-12-31 - 2015-01-26 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 60517.70 - 448556.93 - 0.7 - ha","","Y","No change","NEMB - DEC - 60517.70 - 448556.93 - 0.7 - ha","NEMB","DEC","60517.70","448556.93","0.7","ha","840photo","2080","https://decoder.blob.core.windows.net/oil-spill-assets/data/2080.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.5447846084502705,6.462902778959499,
"841","shell","689715","7/21/11","","","7/21/11 0:00","20''Ughelli Pumping Station -Warri Refinery Pipeline at Ekpan","Land","Sabotage / Theft","6.85","Recovery of spilled volume completed on 29th July 2011. Cleanup of residual impacted area completed on 17th August 2011.","Post Cleanup Inspection completed on 8th September 2011.","","841jiv","2026","https://decoder.blob.core.windows.net/oil-spill-assets/data/2026.pdf","2011-07-21 - 2011-07-22 - Failed weld-on illegal hot tap valve","NEMB - DEC - 174002 - 366299 - 1501.5 - met","","Y","No change","NEMB - DEC - 174002 - 366299 - 1501.5 - met","NEMB","DEC","174002","366299","1501.5","met","841photo","1972","https://decoder.blob.core.windows.net/oil-spill-assets/data/1972.pdf","N/A","WGS84","Converted from Nigeria West Belt",5.572775021739773,5.723699017396475,
"842","shell","1403918","5/21/15","","","6/6/15 0:00","6'' Obigbo North - Ogale Pipeline at Ogale","Land","Sabotage","0.1","Spill was contained on 20 May 2015, no recoverable oil found, assessment completed on 07 Sep 2015, clean-up and remediation not required, site certified on 31 Mar 2016","-","","842jiv","2241","https://decoder.blob.core.windows.net/oil-spill-assets/data/2241.pdf","2015-05-20 - 2015-06-06 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 4.828813 - 7.155214 - 0.0008 - ha","They changed the numer of the incident:\nWrong SPDC... incident number was used in error hence the cancellation. The correct incident number is 1403918 and as is now written.","Y","No change","LLWGS - DEC - 4.828813 - 7.155214 - 0.0008 - ha","LLWGS","DEC","4.828813","7.155214","0.0008","ha","842photo","2189","https://decoder.blob.core.windows.net/oil-spill-assets/data/2189.pdf","N/A","WGS84","",4.828813,7.155214,
"843","shell","1489792","9/22/15","","","9/19/15 0:00","12'' Adibawa-Okordia Pipeline at Ikarama","Land","Sabotage","3","Spill was contained on 12 Aug 2015, no recoverable oil found, assessment completed on 07 Apr 2016, clean-up and remediation planned for June 2017","-","","843jiv","2408","https://decoder.blob.core.windows.net/oil-spill-assets/data/2408.pdf","2015-08-12 - 2015-09-19 - Hack saw cut - Third party interference - Sabotage","LLWGS - DEC - 05.15502 - 006.45709 - 0.018 - ha","","Y","No change","LLWGS - DEC - 05.15502 - 006.45709 - 0.018 - ha","LLWGS","DEC","05.15502","006.45709","0.018","ha","843photo","2363","https://decoder.blob.core.windows.net/oil-spill-assets/data/2363.pdf","N/A","WGS84","",5.15502,6.45709,
"844","shell","1182099","5/23/14","","","5/25/14 0:00","10'' Diebu Creek Pipeline at Oporoma","Land","Sabotage","251","Recovery completed on 18 Jun 2014, assessment completed on 18 Jun 2014, clean-up and remediation completed on 28 Apr 2015, site certified on 25 May 2015","-","","844jiv","2084","https://decoder.blob.core.windows.net/oil-spill-assets/data/2084.pdf","41781 - 41784 - Hack saw cut - Third party interference; sabotage","NEMB - DEC - 88098.69 - 409120.69 - 1.61 - ha","0","Y","No change","NEMB - DEC - 88098.69 - 409120.69 - 1.61 - ha","NEMB","DEC","88098.69","409120.69","1.61","ha","844photo","2029","https://decoder.blob.core.windows.net/oil-spill-assets/data/2029.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.795069012732573,6.108190692391951,
"845","shell","1140727","3/15/14","","","3/15/14 0:00","28'' Nkpoku - Bomu Trans Niger Pipeline at B-Dere","Land","Sabotage","646","Spill was contained on 17 Mar 2014, recovery completed on 22 Mar 2014, assessment completed on 15 May 2014, clean-up and remediation completed on 30 Jun 2014, site certified on 29 Aug 2014","-","","845jiv","2517","https://decoder.blob.core.windows.net/oil-spill-assets/data/2517.pdf","2014-03-15 - 2014-03-15 - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 76817.56 - 532287.12 - 0.03 - ha","","Y","No change","NEMB - DEC - 76817.56 - 532287.12 - 0.03 - ha","NEMB","DEC","76817.56","532287.12","0.03","ha","845photo","2481","https://decoder.blob.core.windows.net/oil-spill-assets/data/2481.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.6896195697469665,7.217515980084889,
"846","shell","672882","6/14/11","","","6/16/11 0:00","24'' Nkpoku - Bomu Pipeline at Akpajo","Land","Operational","862.6","Recovery of spilled volume commenced on 17th June 2011 and completed on 22nd August 2011. Cleanup of residual impacted area commenced on 13th September 2011 and was completed on 24th October 2011.","JIV started on 16th and was completed on 17th June 2011. Post cleanup inspection completed on 26th October 2011.","","846jiv","2577","https://decoder.blob.core.windows.net/oil-spill-assets/data/2577.pdf","40708 - 40710 - Corrosion -","NEMB - DEC - 93299.05 - 517117.11 - 1.73 - ha","0","Y","No change","NEMB - DEC - 93299.05 - 517117.11 - 1.73 - ha","NEMB","DEC","93299.05","517117.11","1.73","ha","846photo","2552","https://decoder.blob.core.windows.net/oil-spill-assets/data/2552.pdf","Corrosion","WGS84","Converted from Nigeria West Belt",4.839079990407481,7.081458041979267,
"847","shell","1449239","7/27/15","","","7/29/15 0:00","20'' Otumara - Escravos Pipeline at Ogidigben","Swamp","Sabotage","2","Recovery completed on 04 Aug 2015, assessment completed on 02 Dec 2015, clean-up and remediation completed on 31 Dec 2015, site certified on 08 Feb 2016","-","","847jiv","2245","https://decoder.blob.core.windows.net/oil-spill-assets/data/2245.pdf","2015-07-27 - 2015-07-29 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 5.55878 - 5.20231 - 186 - met","","Y","No change","LLWGS - DEC - 5.55878 - 5.20231 - 186 - met","LLWGS","DEC","5.55878","5.20231","186","met","847photo","2194","https://decoder.blob.core.windows.net/oil-spill-assets/data/2194.pdf","N/A","WGS84","",5.55878,5.20231,
"848","shell","1043413","9/23/13","","","9/28/13 0:00","24''  Trans Niger Pipeline at Okolo Launch","Swamp","Sabotage","20","Spill was contained on 24 Sep 2013, no recoverable oil found, assessment completed on 19 Oct 2013, clean-up and remediation completed on 26 Mar 2014, site certified on 26 May 2014","-","","848jiv","2246","https://decoder.blob.core.windows.net/oil-spill-assets/data/2246.pdf","2013-09-23 - 2013-09-28 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference","NEMB - DEC - 55540.14 - 528738.59 - 0.53 - ha","","Y","No change","NEMB - DEC - 55540.14 - 528738.59 - 0.53 - ha","NEMB","DEC","55540.14","528738.59","0.53","ha","848photo","2195","https://decoder.blob.core.windows.net/oil-spill-assets/data/2195.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.497476275816719,7.184841384045874,
"849","shell","1286302","11/13/14","","","11/14/14 0:00","Obigbo (AGG) Process Drain Vessel 2'' Drain Line  at  Umuebulu","Land","Operational","0.3","Spill was contained on 14 Nov 2014, no recoverable oil found, assessment completed on 03 Dec 2014, clean-up and remediation completed on 05 May 2015, site certified on 17 Jun 2015","-","","849jiv","2610","https://decoder.blob.core.windows.net/oil-spill-assets/data/2610.pdf","2014-11-12 - 2014-11-14 - Corrosion - Operational","NEMB - DEC - 98793.82 - 517498.17 - 0.00014 - ha","","Y","No change","NEMB - DEC - 98793.82 - 517498.17 - 0.00014 - ha","NEMB","DEC","98793.82","517498.17","0.00014","ha","849photo","2578","https://decoder.blob.core.windows.net/oil-spill-assets/data/2578.pdf","Corrosion","WGS84","Converted from Nigeria West Belt",4.888722350804402,7.0850800889155785,
"850","shell","716037","9/23/11","","","9/24/11 0:00","6'' Obigbo North Pipeline at Ogale","Land","Sabotage / Theft","0.41","No recoverable oil was found on site.","JIV recommends no cleanup action required. Closed.","","850jiv","2145","https://decoder.blob.core.windows.net/oil-spill-assets/data/2145.pdf","2011-09-21 - 2011-09-22 - Hack saw cut - Third party interference","NEMB - DEC - 92331.68 - 521555.41 - 1 - met","","Y","No change","NEMB - DEC - 92331.68 - 521555.41 - 1 - met","NEMB","DEC","92331.68","521555.41","1","met","850photo","2090","https://decoder.blob.core.windows.net/oil-spill-assets/data/2090.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.830184525676239,7.121403772815844,
"851","shell","1060611","10/26/13","","","10/30/13 0:00","12'' Imo River  - Ogale Pipeline at Okohia","Land","Sabotage","18","Recovery completed on 05 Nov 2013, assessment completed on 05 Nov 2013, clean-up and remediation completed on 28 Feb 2014, site certified on 30 May 2014","-","","851jiv","2249","https://decoder.blob.core.windows.net/oil-spill-assets/data/2249.pdf","2013-10-26 - 2013-10-30 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 102889.23 - 524756.09 - 0.12 - ha","","Y","No change","NEMB - DEC - 102889.23 - 524756.09 - 0.12 - ha","NEMB","DEC","102889.23","524756.09","0.12","ha","851photo","2198","https://decoder.blob.core.windows.net/oil-spill-assets/data/2198.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.925474453426646,7.150608058235579,
"852","shell","794396","3/29/12","","","3/30/12 0:00","8'' Umuechem - Nkpoku delivery line at Umuechem","Land","Sabotage / Theft","9.1","Recovery of spilled volume was completed on 30th March 2012. Initial cleanup of residual impacted area was completed on 4th May 2012.","Site re-impacted by a new spill at the same location. Closed. Re-impact cleaned up per as the 8'' Umuechem - Nkpoku delivery line incident at Umuechem of 20th July 2012.","","852jiv","2147","https://decoder.blob.core.windows.net/oil-spill-assets/data/2147.pdf","40996 - 40998 - Failed Weld-on illegal hot tap valve; Crude oil theft (illegal bunkering) point - Third party interference","NEMB - DEC - 110877.68 - 506648.50 - 0.07 - ha","0","Y","No change","NEMB - DEC - 110877.68 - 506648.50 - 0.07 - ha","NEMB","DEC","110877.68","506648.50","0.07","ha","852photo","2092","https://decoder.blob.core.windows.net/oil-spill-assets/data/2092.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.9983006565758945,6.987743744167213,
"853","eni","SAR-606-839-128","","12/4/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","4","","","Southern Ijaw","853jiv","476","https://decoder.blob.core.windows.net/oil-spill-assets/data/476.pdf","2014-12-04 - 2014-12-04 - Third party interference","NEMB - DMS - {degrees:04,minutes:30,seconds:04.8} - {degrees:006,minutes:03,seconds:53.2}","Unknown person(s) cut off the cone and installed 3""valve on th pipe at 12 o'clock position for crude oil theft activity ","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:04.8} - {degrees:006,minutes:03,seconds:53.2}","NEMB","DMS","{degrees:04,minutes:30,seconds:04.8}","{degrees:006,minutes:03,seconds:53.2}","","","853photo","536","https://decoder.blob.core.windows.net/oil-spill-assets/data/536.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5013,6.0648,
